Heart_Rate,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Event_Label,Timestamp,Athlete_ID
166,-2.5981574032585555,2.205079456209523,-0.649083760662414,-48.45796609568771,15.407056604322634,164.5505342799188,Accel,2025-05-11 12:14:53.417747,A001
159,-2.862470561102178,2.173831419460024,-2.0541837850021167,5.137738359318405,34.97425361393303,-15.28365334557165,Jump_Takeoff,2025-05-11 12:14:53.517747,A001
120,-1.0454408764326149,2.7559746494032034,2.696017851149545,-175.9604796081135,-107.48155322794814,177.75721524397056,Stop,2025-05-11 12:14:53.617747,A001
119,2.9319393294840754,0.005219720292993557,-1.8350275355129422,-8.25597015578191,131.90944662893673,-172.1495544752176,Sprint_Mid,2025-05-11 12:14:53.717747,A001
121,2.5177302158460524,1.217080243061095,1.6115783669416501,-44.26691105366902,147.3037253750021,104.18686284218029,Start_Run,2025-05-11 12:14:53.817747,A001
92,0.8311502771499875,2.389554502048947,0.7793022220271961,86.69435685556152,121.12052265346063,-160.2937310724227,Landing,2025-05-11 12:14:53.917747,A001
89,-2.542717891318807,0.9163406373340397,0.15933334120711296,-113.6950338655345,137.61112440333505,-56.430505836452426,Stop,2025-05-11 12:14:54.017747,A001
171,2.721441224473784,-1.901187770569381,0.6362007151222704,-103.83043155462312,41.0633945018634,80.15389284990835,Sprint_Mid,2025-05-11 12:14:54.117747,A001
145,-2.9569533698972768,-1.9121215110920269,-1.0173158760098346,13.758636143626063,150.9397960257836,14.517672207139896,Sprint_Mid,2025-05-11 12:14:54.217747,A001
92,-1.855944319471251,0.31625742100018783,-0.5553860834031372,-39.58622004445016,111.51133827683896,-33.26459982041476,Landing,2025-05-11 12:14:54.317747,A001
124,-2.6516199666534526,2.137464250149722,2.7636048600751275,67.82736112405473,-48.827414123971124,157.8961136861019,Landing,2025-05-11 12:14:54.417747,A001
89,-0.8115658233612679,0.8862680092089907,-1.6115242669371082,21.049891802167792,103.24515631055516,132.13137555960623,Start_Run,2025-05-11 12:14:54.517747,A001
167,1.6687539677191303,2.363870351298649,1.3467625395084708,-12.537469203610215,-148.8566631816909,-159.49873846855866,Start_Run,2025-05-11 12:14:54.617747,A001
168,1.887926703564303,-1.259695726225349,2.9484902772228203,113.89326808080256,74.87298049791156,-157.91487913344744,Accel,2025-05-11 12:14:54.717747,A001
178,1.7403318344253051,-1.6258495242491864,-0.6465109120386661,-83.29264141710857,174.38977230518395,127.5107201300014,Landing,2025-05-11 12:14:54.817747,A001
150,0.9350936914432446,2.4674709345257986,-2.44053048467185,-85.13587776639423,144.83087043915555,-77.63619246487441,Accel,2025-05-11 12:14:54.917747,A001
143,2.519799137181855,2.9507884202745975,-1.2762011997794112,71.03323450682257,34.955285619736,-3.982997924528007,Accel,2025-05-11 12:14:55.017747,A001
166,1.4765607731653603,1.0243544404723393,0.8618027287177235,-92.26183241969056,-171.95582384413515,111.13754287875827,Accel,2025-05-11 12:14:55.117747,A001
149,-0.6339552414340619,1.6000349120169233,2.632775458517145,-26.161262649357184,98.69644529897977,-10.653256991948581,Jump_Takeoff,2025-05-11 12:14:55.217747,A001
96,2.3805081876783882,2.520005008497929,2.446352058776056,9.800910576142513,-101.01037011951462,107.29676982125534,Stop,2025-05-11 12:14:55.317747,A001
125,2.573005792522755,0.5480034753644905,-2.272780335769844,-113.74924871431365,163.56792431694402,85.74069085078258,Start_Run,2025-05-11 12:14:55.417747,A001
117,2.243443432711002,0.42331712969983304,2.2700136353255225,-109.48601337151054,-119.88940547788056,27.207765251431283,Jump_Takeoff,2025-05-11 12:14:55.517747,A001
87,-0.10634124308052773,-2.702323580028409,-0.0027274600577076313,-89.18661222447442,147.98359053859343,-36.54270206168874,Stop,2025-05-11 12:14:55.617747,A001
168,2.161723588887294,2.902151150503059,0.02291622197127552,-15.927226969875875,-152.73372769327486,-175.41398039860258,Sprint_Mid,2025-05-11 12:14:55.717747,A001
123,0.9407640277801907,0.6614938697388291,1.2501536162319669,57.73911849768382,-138.85391478874195,-75.21160270476733,Start_Run,2025-05-11 12:14:55.817747,A001
168,2.0578344122913794,1.4814219321331397,-1.7908379824905454,-57.128673423638375,167.9813972151171,33.89736883667453,Stop,2025-05-11 12:14:55.917747,A001
92,-2.7345343858931503,0.2149670366966534,1.237390225406747,-133.0122962078893,50.020423867941304,-8.2988041717675,Sprint_Mid,2025-05-11 12:14:56.017747,A001
100,1.3048416555984685,0.944840011149755,0.4226984092340671,179.0518253578934,172.96530150764784,13.72144517802775,Jump_Takeoff,2025-05-11 12:14:56.117747,A001
170,1.2158367840401043,2.999548960999059,-0.3882520110280083,-25.886564415020246,123.33181659612029,109.9811200535508,Start_Run,2025-05-11 12:14:56.217747,A001
178,-0.22062217554582642,-1.0563652790357052,0.652382895509092,135.44038552739073,138.15988495509117,-140.94059577464216,Landing,2025-05-11 12:14:56.317747,A001
139,2.2893375664080065,-2.323729903506546,-0.07846111008533807,-110.02713362419078,129.97983283833292,-88.75103590236118,Start_Run,2025-05-11 12:14:56.417747,A001
123,-2.4235441461698635,2.0066997440865784,1.5151119634221724,-14.216702433055644,-25.48411936498809,143.04202760475675,Stop,2025-05-11 12:14:56.517747,A001
97,-0.5055056848070048,0.2437013062475959,0.4638385091384869,36.90408151913593,50.44730954073199,-82.1632688374329,Jump_Takeoff,2025-05-11 12:14:56.617747,A001
104,-2.8438227010971904,-1.5777509464879198,1.6451429502859485,-93.58616924490607,82.47718209415541,-89.31302446772825,Stop,2025-05-11 12:14:56.717747,A001
84,2.822302936754925,1.8431194087033749,-0.8357807825638073,-6.513022270862905,-74.89189416568732,35.00782859595037,Sprint_Mid,2025-05-11 12:14:56.817747,A001
135,-0.7278560200019863,1.1693225148436808,1.9055672817092777,15.929897218429858,-168.40928804855872,42.81204824449978,Accel,2025-05-11 12:14:56.917747,A001
138,2.6140311784903547,-0.648636474384519,-0.5828055650993758,54.278420321379684,9.71503859751408,-45.19804408616346,Start_Run,2025-05-11 12:14:57.017747,A001
118,-1.169344858727507,0.5198580746738068,2.4888908951473665,-64.56069855977402,115.21001601555304,-176.58895274578924,Landing,2025-05-11 12:14:57.117747,A001
110,-2.025296832932011,2.9148235363415296,-0.21482626547021377,35.051066985798315,-122.26555256213047,-75.82388368610597,Landing,2025-05-11 12:14:57.217747,A001
135,2.422349522242845,-1.9365828133658793,1.0933756054595039,10.966680014693537,-150.0502763334574,-77.30508170104817,Stop,2025-05-11 12:14:57.317747,A001
106,0.6301858061112515,-2.2689653318730674,0.2917986641175965,-175.70221201649431,0.43587049488894536,71.10787989890699,Landing,2025-05-11 12:14:57.417747,A001
176,2.6322648985021626,-0.24746680806327426,2.6304976537443716,-141.3365674711923,161.96493399103252,-140.68904420687517,Start_Run,2025-05-11 12:14:57.517747,A001
122,0.2981055351194173,-2.531374175874523,2.658978314762636,-144.22219957769036,127.74029444544101,-179.88849651059786,Accel,2025-05-11 12:14:57.617747,A001
87,-2.7939396938806897,0.9193876128410707,-1.9702598886926113,155.23080487369032,66.86170238724554,74.53219969218114,Stop,2025-05-11 12:14:57.717747,A001
104,2.2845230283403097,0.22639542469920615,2.1425050668853833,-82.45890906038065,91.9662167153686,26.8440853176171,Stop,2025-05-11 12:14:57.817747,A001
125,-1.6965991524453918,1.5545457683761619,1.7057682287323583,152.1701942235722,-44.580560244812034,2.2506244190376776,Jump_Takeoff,2025-05-11 12:14:57.917747,A001
158,0.42586591498919546,-2.7660515717700296,1.5041353109323312,161.70619841019658,-54.47473596541201,-115.29111551822692,Stop,2025-05-11 12:14:58.017747,A001
173,2.506773756664079,1.0005363678442638,-0.17050442343460448,100.51384130599803,50.74967668396951,-158.18027143758715,Stop,2025-05-11 12:14:58.117747,A001
137,-1.67118850180878,-2.482403153621421,-0.4996853101617056,42.47029686503066,59.535975294542794,166.58528810301243,Start_Run,2025-05-11 12:14:58.217747,A001
146,2.914641991185312,0.9280552834333675,-0.27462565375679127,139.74992130533735,70.0127071032214,-54.461802651474514,Sprint_Mid,2025-05-11 12:14:58.317747,A001
121,0.310740381476974,-2.6159995034856784,-2.182633330089306,-114.81094716914123,47.51355347399024,41.6843276328448,Landing,2025-05-11 12:14:58.417747,A001
84,-0.2763596512153108,-2.4992873055732394,1.6286386145661647,-162.78611301238973,78.44918462018575,147.9150750688391,Start_Run,2025-05-11 12:14:58.517747,A001
166,0.8859575138417681,2.500939752140521,0.8564514024085508,-168.04926500203084,178.83453059510725,-144.37717139284743,Start_Run,2025-05-11 12:14:58.617747,A001
177,-1.4829827815512597,-0.6481133225582392,0.8756051088056296,-22.86455424922545,-89.80341878479383,-59.5993727238031,Stop,2025-05-11 12:14:58.717747,A001
105,-1.4633574503962443,2.27508843534945,0.29084052705237706,-77.34373605299349,156.63128027294425,68.70642316777773,Accel,2025-05-11 12:14:58.817747,A001
172,-1.7372266971479795,-0.8039196489590932,2.28208917511194,-132.55679929172032,-135.99569057237062,-2.169004210104248,Jump_Takeoff,2025-05-11 12:14:58.917747,A001
153,1.9250619814721315,-1.9312044180198011,1.1978080020081592,-170.14655083186727,70.62310822887633,165.75742941788053,Stop,2025-05-11 12:14:59.017747,A001
95,2.315296425430466,-1.5918988026884986,-2.319236990851386,-160.76999810357617,38.98714094708285,77.527156500074,Jump_Takeoff,2025-05-11 12:14:59.117747,A001
128,1.3593527233455713,1.2661363056134647,-0.7081760495003042,148.1145511817523,-80.16374089401201,-106.09907161690775,Start_Run,2025-05-11 12:14:59.217747,A001
104,2.2079636000166634,1.7555229602014109,0.4478524237310344,-149.88117238157406,-81.60755088466094,-72.82085469893391,Start_Run,2025-05-11 12:14:59.317747,A001
115,1.563887637468154,-1.9087158110904758,-1.9824839950757196,130.60801228634176,-0.6665625955559165,-91.46260286897433,Sprint_Mid,2025-05-11 12:14:59.417747,A001
116,2.351251001605326,0.7939358756654986,-0.9159297423598964,-6.034404494514774,90.81700594032225,-155.6995576059405,Landing,2025-05-11 12:14:59.517747,A001
92,-1.0614675162326863,-0.8061470237747317,-2.7271322921637786,32.1123264349871,79.89262917441602,98.46690848715713,Start_Run,2025-05-11 12:14:59.617747,A001
128,0.18303660053725812,0.33822897867246926,-0.0358350427987868,-32.442953758979655,-89.17502786592452,-35.75000462659841,Jump_Takeoff,2025-05-11 12:14:59.717747,A001
177,-1.251586402270531,2.105437932905998,-0.24919433912565747,-171.36145951197372,-1.9489495670475208,-149.5643992631557,Sprint_Mid,2025-05-11 12:14:59.817747,A001
121,-0.365940052802344,1.782377299213377,-2.4381700353152596,-114.36720350628978,170.58249539107732,2.1302423858500674,Sprint_Mid,2025-05-11 12:14:59.917747,A001
84,2.246666329236957,-0.9494543862086235,-1.045391282139789,-167.368459962132,54.504129132330036,12.565722308326173,Start_Run,2025-05-11 12:15:00.017747,A001
169,-1.052399356322097,-0.48564960802142787,1.094858274295908,-52.77659277324439,46.32117361138549,138.70177575933036,Stop,2025-05-11 12:15:00.117747,A001
98,0.017062263858813154,-1.1154572685985318,-1.917101951591204,90.03026698151837,-106.39752255628919,67.53783635776557,Landing,2025-05-11 12:15:00.217747,A001
170,-2.201975874074053,-2.01926484999655,-0.9424223436108994,22.343076021188637,33.35902204805811,-4.965456637213208,Stop,2025-05-11 12:15:00.317747,A001
84,-1.3387768982090602,-0.6139131891297938,1.0815937723714475,140.6922819529691,-165.21610545121982,-154.2460241194645,Accel,2025-05-11 12:15:00.417747,A001
107,2.8909032597890354,-0.7814676643193867,0.7547870377273855,-3.553609918825231,-128.5818194819642,-160.0042955858746,Start_Run,2025-05-11 12:15:00.517747,A001
127,-2.1348632165630814,-1.773577351406783,-1.5224056561152857,155.88535432695141,92.05708809639049,104.2917949135853,Jump_Takeoff,2025-05-11 12:15:00.617747,A001
174,2.0178592500940304,-0.5508415090954921,-1.4230618427256676,27.270030067311808,115.98584609402423,100.31477438696737,Jump_Takeoff,2025-05-11 12:15:00.717747,A001
103,-2.7734451624095957,-1.2560024304037365,-0.5178824175659766,18.095075229304058,-73.41716530504976,-76.41125548149667,Sprint_Mid,2025-05-11 12:15:00.817747,A001
104,2.1688488740561658,-1.0236760680804218,-0.7911984601131707,-165.91238838581063,-62.32363568448494,139.81092580845507,Sprint_Mid,2025-05-11 12:15:00.917747,A001
146,-2.190921824887657,-1.462123720434325,2.841043101441417,-43.157930805156894,23.75814177690907,73.54490485739268,Sprint_Mid,2025-05-11 12:15:01.017747,A001
107,-0.38370467626865423,-1.3572120515885269,0.5360302677032864,-128.84149446027035,-86.61902132849188,16.64926833703987,Start_Run,2025-05-11 12:15:01.117747,A001
117,2.6143550943504845,2.5262063192720294,-2.697497966218984,-117.68955378465535,-129.77983027339428,-78.75974360825376,Landing,2025-05-11 12:15:01.217747,A001
