Athlete_ID,window_start,window_end,window_seconds,step_seconds,n_samples,Event_Label,label_purity,Heart_Rate_mean,Heart_Rate_std,Heart_Rate_rms,Heart_Rate_zcr,Heart_Rate_dom_freq,Heart_Rate_spec_energy,Heart_Rate_spec_entropy,Acc_X_mean,Acc_X_std,Acc_X_rms,Acc_X_zcr,Acc_X_dom_freq,Acc_X_spec_energy,Acc_X_spec_entropy,Acc_Y_mean,Acc_Y_std,Acc_Y_rms,Acc_Y_zcr,Acc_Y_dom_freq,Acc_Y_spec_energy,Acc_Y_spec_entropy,Acc_Z_mean,Acc_Z_std,Acc_Z_rms,Acc_Z_zcr,Acc_Z_dom_freq,Acc_Z_spec_energy,Acc_Z_spec_entropy,Gyro_X_mean,Gyro_X_std,Gyro_X_rms,Gyro_X_zcr,Gyro_X_dom_freq,Gyro_X_spec_energy,Gyro_X_spec_entropy,Gyro_Y_mean,Gyro_Y_std,Gyro_Y_rms,Gyro_Y_zcr,Gyro_Y_dom_freq,Gyro_Y_spec_energy,Gyro_Y_spec_entropy,Gyro_Z_mean,Gyro_Z_std,Gyro_Z_rms,Gyro_Z_zcr,Gyro_Z_dom_freq,Gyro_Z_spec_energy,Gyro_Z_spec_entropy,Acc_Mag_mean,Acc_Mag_std,Acc_Mag_rms,Acc_Mag_zcr,Acc_Mag_dom_freq,Acc_Mag_spec_energy,Acc_Mag_spec_entropy,Gyro_Mag_mean,Gyro_Mag_std,Gyro_Mag_rms,Gyro_Mag_zcr,Gyro_Mag_dom_freq,Gyro_Mag_spec_energy,Gyro_Mag_spec_entropy,Acc_XY_corr,Acc_XZ_corr,Acc_YZ_corr,Gyro_XY_corr,Gyro_XZ_corr,Gyro_YZ_corr
A001,2025-05-11 12:14:53.417747,2025-05-11 12:14:54.417747,1.0,0.5,10,Sprint_Mid,0.3,127.4,29.742898312034086,130.8258384265127,0.3333333333333333,3.0,4426.399999999999,0.6079715076072317,-0.4859423374526785,2.3529026816827585,2.4025592572918755,0.4444444444444444,1.0,31.201749060571153,0.8280525389773968,0.8166028767148605,1.6098638746147131,1.8051321151230133,0.3333333333333333,1.0,13.200017761497813,0.6288393713162346,-0.022856454414267046,1.4230114345449851,1.4231949832521784,0.4444444444444444,4.0,11.824033740300212,0.6632091814585828,-42.846228101935395,70.70076993099642,82.67041872035465,0.7777777777777778,5.0,29760.286680566718,0.7793662470973981,78.4359104855528,78.16663911138346,110.73488846640393,0.3333333333333333,1.0,31018.617796784667,0.6933969259900222,10.374413287303875,116.16480022090852,116.62713775712486,0.7777777777777778,5.0,92352.13228200123,0.6690022976951286,3.265317447591149,0.6276773571337133,3.325098028359696,0.3333333333333333,2.0,2.0786660841764313,0.8212641966184462,170.44335505826194,60.39507954269376,180.82727370749427,0.3333333333333333,1.0,20998.721474792823,0.8323395656349244,-0.21742837896058906,0.2785692921691904,0.27239409735695996,0.5898235727010448,-0.63756480994916,-0.6388643998489265
A001,2025-05-11 12:14:53.917747,2025-05-11 12:14:54.917747,1.0,0.5,10,Landing,0.4,131.5,36.45065157167976,136.458418575037,0.3333333333333333,2.0,7057.3,0.7722831175624836,-0.19691973633695453,2.083993416241182,2.0932763652933186,0.4444444444444444,1.0,24.53906448325443,0.8067926972617141,0.23109006389045939,1.6899317890027452,1.7056588372564179,0.3333333333333333,2.0,14.384255995104699,0.6908303569231602,0.4802956816774252,1.4571842433022144,1.5342978396537714,0.7777777777777778,4.0,10.625285102351679,0.5492069794980813,-4.971828207911389,76.0543138198526,76.2166499285924,0.7777777777777778,4.0,31046.390787816275,0.6562884119487586,71.70700076692704,95.03241903299947,119.05063891576421,0.6666666666666666,4.0,46895.97488504192,0.7879619124885596,-5.519267989853821,120.55771458619783,120.68398760975278,0.5555555555555556,3.0,75161.34984377932,0.6442953537671477,3.0139746437914816,0.7490692344201334,3.1056638374706225,0.6666666666666666,4.0,3.169172214649671,0.6844559379042656,182.4966043855236,35.23700619709244,185.86731078374228,0.2222222222222222,1.0,6828.770709577833,0.40862556923911286,-0.21709732716321914,0.2511659201998706,0.26223665942061264,-0.18611104420231134,-0.3018492606566416,0.16268291298113113
A001,2025-05-11 12:14:54.417747,2025-05-11 12:14:55.417747,1.0,0.5,10,Accel,0.4,143.0,29.199315060459895,145.95067660000757,0.2222222222222222,1.0,4686.199999999999,0.7532058068355257,0.8511833263728803,1.5904432407065203,1.8038910047462013,0.3333333333333333,1.0,13.167648712734367,0.8308369664777746,1.3064711075970414,1.5119214261024552,1.9981924716336819,0.6666666666666666,3.0,11.58936234083299,0.7325573138434445,0.7025021059390307,1.9356781321221912,2.0592132089768724,0.4444444444444444,2.0,19.076380214471932,0.7410364987264519,-1.5784417366170602,68.31677404686052,68.33500636193494,0.6666666666666666,3.0,23458.533774317206,0.6297279020697237,16.034023920221017,118.47344979907369,119.55353708848538,0.6666666666666666,4.0,70362.04622900503,0.7601119331639731,22.628645709236608,115.72646724912185,117.91806828724862,0.6666666666666666,3.0,66963.77652850587,0.7484597957541753,3.283693315449919,0.8393528225913856,3.389270563221917,0.6666666666666666,3.0,3.6695088840287235,0.6326689364134719,174.55769275655854,48.959208050750576,181.29366275038345,0.5555555555555556,4.0,12757.447849178843,0.7762196397230781,-0.10524345100928204,-0.17481528351689032,-0.0924698431113748,-0.03177019873479383,-0.19421778430881553,-0.043209000910176903
A001,2025-05-11 12:14:54.917747,2025-05-11 12:14:55.917747,1.0,0.5,10,Accel,0.3,132.4,26.19236529983499,134.96592162468272,0.3333333333333333,1.0,3675.2000000000007,0.7974060145083928,1.44906021468555,1.0815625075369875,1.8081905219014474,0.6666666666666666,3.0,6.610970419949323,0.7436560113035675,1.239529576106539,1.6134801445423943,2.0346379891458337,0.5555555555555556,1.0,14.988072292210038,0.8537149738670387,0.34917742392608764,1.7862359246325583,1.8200449587379948,0.5555555555555556,4.0,16.353450459328432,0.8098514395893757,-39.333481053496754,65.25575750356646,76.1934158516998,0.5555555555555556,4.0,23147.950088386307,0.8294306347816258,-9.440912571013836,132.836182183382,133.17125112887607,0.7777777777777778,5.0,113227.32765525056,0.7225260480195274,-4.805796374418216,86.9734875309383,87.10616058630211,0.4444444444444444,1.0,37877.18844313921,0.4906672036016501,3.1778325060652617,0.7894611615476734,3.2744264172824558,0.5555555555555556,3.0,3.2377370852692273,0.7384172803166333,169.86576813393046,47.67727734190223,176.42987830429087,0.7777777777777778,5.0,13602.651831590392,0.7714070791542841,0.4481901572569468,-0.2412093003539693,-0.07770361153424406,-0.2945224144403792,-0.27325270213894365,-0.002142151535952706
A001,2025-05-11 12:14:55.417747,2025-05-11 12:14:56.417747,1.0,0.5,10,Start_Run,0.3,132.8,33.39101675600789,136.9335605321062,0.5555555555555556,2.0,6472.6,0.6921421911962226,0.943595188931169,1.5251550242870828,1.7934519030858282,0.7777777777777778,3.0,13.23141465978722,0.8291513081209876,0.6417054707220704,1.6053348637506064,1.7288394766223414,0.4444444444444444,4.0,13.327637328172703,0.7283150879089579,0.14009572143325658,1.3106827673043007,1.3181487502070335,0.7777777777777778,4.0,8.743165257191508,0.38278413458299243,-17.214530594375447,102.72980916841205,104.16215126120929,0.5555555555555556,5.0,62273.86981226744,0.8200690875136587,55.253329103755775,130.39994435284723,141.62300612638327,0.6666666666666666,4.0,85994.666297347,0.6663120666647673,-16.585929494100135,87.44672371703439,89.00574445521258,0.3333333333333333,3.0,43265.33473302016,0.8924283197320796,2.7017733038426974,0.8020553640025547,2.8183100951247995,0.5555555555555556,4.0,3.2983076293190465,0.44073380174009136,193.83445740434854,35.454975510145836,197.0503797653363,0.6666666666666666,5.0,8202.929712853052,0.7794287454905338,0.4517877477676283,-0.39943078269142507,-0.1960022645722844,0.1156237356773284,-0.3805756111169867,0.46915794283329704
A001,2025-05-11 12:14:55.917747,2025-05-11 12:14:56.917747,1.0,0.5,10,Stop,0.3,125.5,33.91238711739414,130.00115384103327,0.3333333333333333,1.0,6164.3,0.8607236088068889,0.09621242615798478,2.0560210987095346,2.058271019396126,0.6666666666666666,4.0,22.494752009178853,0.8167365581492377,0.47764522709859847,1.622887501182376,1.6917177082669697,0.6666666666666666,3.0,13.238293123163643,0.4548466582338643,0.2843233066828815,1.0298905887161205,1.0684167573794063,0.6666666666666666,4.0,5.512630519111001,0.8510210183013203,-8.89742692151433,96.8033414463837,97.21137341385953,0.7777777777777778,4.0,54385.34434326267,0.7399133141653224,81.49871350844627,78.11253779169732,112.8875939321551,0.5555555555555556,4.0,33815.74750549213,0.7223393421927133,-7.3816938884971774,87.81362039288969,88.12333023195394,0.6666666666666666,3.0,38557.60073568788,0.4960983324090049,2.6900569397137977,1.0017466856929351,2.8705230814607887,0.6666666666666666,4.0,5.033454038054755,0.6408223715896815,165.65512694282242,50.17728802483634,173.0877849993176,0.3333333333333333,5.0,16535.011072868627,0.5823895111369408,0.19469539737377686,-0.8751111001287606,-0.3589652470504283,0.2404624427958654,-0.09574499217745158,-0.31422794447434543
A001,2025-05-11 12:14:56.417747,2025-05-11 12:14:57.417747,1.0,0.5,10,Stop,0.3,118.3,18.166177363441104,119.68667427913601,0.4444444444444444,2.0,1760.4999999999993,0.7787972736684767,0.04526509601605681,2.147144757758334,2.147621833490812,0.6666666666666666,5.0,27.988438321478792,0.7875369627215598,0.2210824447151702,1.7084616958763001,1.7227068275355968,0.6666666666666666,3.0,14.764912379168148,0.3768854812454671,0.7400053481944021,1.0887083943189255,1.3163942734670384,1.0,5.0,10.823093261509582,0.21367347807318368,-13.577358007335212,54.17026649992391,55.84588098626548,0.5555555555555556,3.0,15875.826441873132,0.6619326270070574,-15.327175138853454,104.5679470785776,105.68527737563684,0.5555555555555556,3.0,55641.68364690889,0.6630702903080757,-41.428138698142234,85.97252951596484,95.43357117579721,0.4444444444444444,3.0,37452.14237874795,0.8083113937044508,2.9350541639771763,0.8356729570000736,3.051703169795681,0.4444444444444444,4.0,3.653690044953823,0.8060325391382599,146.11345810215488,45.23896711788637,152.95655195009914,0.6666666666666666,5.0,13770.38079728341,0.6550353497023347,-0.3943696398379398,-0.6072652528028134,-0.06880732365710221,-0.651672726863542,0.2862008697118773,-0.47594679888169983
A001,2025-05-11 12:14:56.917747,2025-05-11 12:14:57.917747,1.0,0.5,10,Landing,0.3,123.1,23.37284749447529,125.29924181733902,0.5555555555555556,2.0,2983.5,0.7946333492692981,0.4165022563264147,1.934040537242917,1.9783798748531247,0.5555555555555556,4.0,19.29358193804731,0.5414202631559809,-0.1883238440161969,1.6267764002406662,1.637640780697958,0.4444444444444444,4.0,13.605273780169805,0.8311244055683228,1.0443721762563936,1.518123744267172,1.8426646318433242,0.8888888888888888,4.0,11.695071754133158,0.6162755146171782,-33.682371727154,99.95760400311869,105.47997328028895,0.5555555555555556,4.0,54141.87315991668,0.886769441204989,13.316895570289713,115.28167966980796,116.04828897972696,0.3333333333333333,2.0,66785.64954175298,0.7501525591788057,-48.01972897833748,93.38685603786985,105.00951981506634,0.4444444444444444,2.0,43881.40308381735,0.6979284394112938,3.121589105826334,0.49693928770175033,3.16089658186964,0.3333333333333333,2.0,1.2367467798295793,0.7194732619073957,180.469532530622,55.235651696185045,188.73322280436875,0.4444444444444444,1.0,17394.744855655874,0.819125168850123,-0.5674063435579614,0.3819018210328489,-0.25294940724463655,-0.430733987124137,0.34966762810069585,-0.36236471178681495
A001,2025-05-11 12:14:57.417747,2025-05-11 12:14:58.417747,1.0,0.5,10,Stop,0.4,133.4,28.510348998214667,136.41260938784217,0.3333333333333333,2.0,4384.200000000001,0.8205112147845743,0.5530633582776866,1.9496899068218823,2.026615358432012,0.6666666666666666,4.0,19.13375861269694,0.5363736577253375,-0.5667340584008245,1.6551220846614243,1.7494618052662503,0.7777777777777778,5.0,23.465610830958237,0.36848095665573843,0.8018607963128964,1.4711736597067044,1.675509675793718,0.4444444444444444,2.0,11.694066041586428,0.8532075475344173,20.812136885806744,133.7734730952808,135.38274316074177,0.3333333333333333,1.0,107749.84001701992,0.724452472256223,53.021208090548626,65.83537365582877,84.53132515099863,0.3333333333333333,1.0,21989.922737891633,0.7661695711254585,-30.719065289400625,110.94300517182153,115.11738082847994,0.5555555555555556,2.0,64565.23843787638,0.5997235421723905,3.131730638727869,0.4091238189710589,3.1583411932209495,0.4444444444444444,1.0,0.8495226653076726,0.789856148798603,192.72992131735572,39.76456808927221,196.78933773535726,0.4444444444444444,2.0,7908.9172169515705,0.43311495909958597,0.11754750955687324,0.39113573982390165,-0.22668581857840456,-0.5428543970377048,0.09667553765308218,-0.24284955010816286
A001,2025-05-11 12:14:57.917747,2025-05-11 12:14:58.917747,1.0,0.5,10,Stop,0.3,139.2,29.05787328763067,142.20056258679148,0.6666666666666666,3.0,4238.0,0.649036991429627,0.04534920207403419,1.6096482997425081,1.6102869927415733,0.6666666666666666,4.0,13.559473361817084,0.7793822571879615,-0.27526892498648436,2.056095266081913,2.074439857953869,0.8888888888888888,4.0,21.7238832713362,0.6622840886552638,0.3733990475055004,1.1459978066371905,1.2052957402626405,0.3333333333333333,1.0,7.2869496017593605,0.8552064679498927,5.075583662435404,124.46289207183179,124.5663399654932,0.1111111111111111,1.0,84036.63925889887,0.5147857824697306,45.28681930489433,82.7402066871187,94.32305023365855,0.3333333333333333,4.0,39453.041643566954,0.7753479508112106,-10.476799533242737,109.85039636314407,110.34886909071435,0.6666666666666666,3.0,61306.93589979954,0.7367086557362729,2.861693363860918,0.39971719501419706,2.8894744755328152,0.3333333333333333,2.0,0.9374873095787628,0.7111606591534604,185.33296380711678,47.35162398323476,191.286392007847,0.5555555555555556,2.0,12047.957707125392,0.7876157125343212,0.16305523310305095,-0.26613212242497797,0.1786480322901169,-0.5711463422289631,-0.31273178824887626,0.14171452586730884
